lat,lon,temperature [oC],soil moisture [m3/m3],pH_H2O_0-5cm [-],pH_H2O_5-15cm [-],pH_H2O_15-30cm [-],pH_H2O_30-60cm [-],pH_H2O_0-30cm [-],pH_H2O_2017_0-5cm [-],pH_H2O_2017_5-15cm [-],pH_H2O_2017_15-30cm [-],pH_H2O_2017_30-60cm [-],pH_H2O_2017_0-30cm [-],pH_KCl_2017_0-5cm [-],pH_KCl_2017_5-15cm [-],pH_KCl_2017_15-30cm [-],pH_KCl_2017_30-60cm [-],pH_KCl_2017_0-30cm [-],SOC_0-5cm [wt%],SOC_5-15cm [wt%],SOC_15-30cm [wt%],SOC_30-60cm [wt%],SOC_0-30cm [wt%],CEC_0-5cm [cmol/kg],CEC_5-15cm [cmol/kg],CEC_15-30cm [cmol/kg],CEC_30-60cm [cmol/kg],CEC_SG_0-30cm [cmol/kg],CEC_2017_0-5cm [cmol/kg],CEC_2017_5-15cm [cmol/kg],CEC_2017_15-30cm [cmol/kg],CEC_2017_30-60cm [cmol/kg],CEC_SG_2017_0-30cm [cmol/kg],NPP [gC/m/yr],porosity [-],BS_0-20cm [%],BS_20-40cm [%],BS_40-60cm [%],nitrification rate [kgN/ha/day],runoff [m/yr],erosion [mm/yr],CEC_0-30cm [cmol/kg],CEC_30-100cm [cmol/kg],cropland [%]
34.5,-80.5,16.26557731628418,0.26981571316719055,6.1000000000000005,6.1000000000000005,6.2,6.300000000000001,6.15,5.2,5.1000000000000005,5.2,5.300000000000001,5.166666666666666,4.6000000000000005,4.4,4.3,4.2,4.383333333333333,3.67,1.1400000000000001,0.5700000000000001,0.33,1.2766666666666668,13.4,10.600000000000001,12.3,20.6,11.916666666666668,1.9000000000000001,1.5,1.1,1.2000000000000002,1.3666666666666667,816.0052213106469,0.44699999690055847,51.24221211060553,48.31494574728737,43.25299264963248,0.020521145313978195,0.2840286485740176,0.8401575542519385,0.6752046978599093,0.6752046978599093,27.0
34.5,-79.5,16.72956657409668,0.2708423137664795,5.300000000000001,5.4,5.4,5.4,5.383333333333334,5.1000000000000005,5.1000000000000005,5.2,5.2,5.15,4.3,4.1000000000000005,4.0,4.0,4.083333333333334,3.19,1.12,0.48,0.3,1.145,13.9,8.9,9.5,10.9,10.033333333333333,1.9000000000000001,1.0,0.8,0.8,1.0499999999999998,800.7716725801937,0.44699999690055847,49.253055555555555,42.507152777777776,37.29430555555555,0.025879420340061188,0.2862703265406738,0.8401575542519385,0.0,0.0,47.0
34.5,-78.5,16.622270584106445,0.26551368832588196,4.9,4.9,4.9,4.9,4.9,4.800000000000001,4.800000000000001,4.9,5.0,4.8500000000000005,4.2,4.0,3.9000000000000004,3.9000000000000004,3.9833333333333334,5.51,2.27,1.25,0.24,2.3000000000000003,14.5,5.9,6.800000000000001,7.4,7.783333333333333,2.2,1.7000000000000002,1.2000000000000002,1.2000000000000002,1.5333333333333334,979.3044546677629,0.44999998807907104,46.46513888888889,44.07819444444444,40.72951388888889,0.007964221760630608,0.34269057033062383,0.7907365216488834,0.37511371440853636,0.37511371440853636,31.0
34.5,-77.5,16.967092514038086,0.2510260343551636,4.9,5.1000000000000005,5.0,5.0,5.016666666666667,5.2,5.1000000000000005,5.1000000000000005,5.300000000000001,5.116666666666667,4.5,4.3,4.4,4.4,4.383333333333334,7.67,2.54,1.72,1.54,2.985,21.700000000000003,12.700000000000001,12.8,13.5,14.25,2.6,1.3,1.0,1.1,1.3666666666666667,603.6028541620831,0.44999998807907104,47.315609122060735,46.90960652250975,45.3033203355784,0.0062331329099833965,0.33247870954819647,0.7907365216488834,0.0,0.0,10.0
35.5,-120.5,14.7789306640625,0.19223928451538086,6.300000000000001,6.300000000000001,6.4,6.4,6.3500000000000005,7.1000000000000005,7.1000000000000005,7.1000000000000005,7.2,7.1,5.4,5.1000000000000005,5.1000000000000005,5.0,5.15,6.32,3.02,1.6600000000000001,1.1500000000000001,2.8900000000000006,21.8,21.0,20.6,20.5,20.933333333333334,2.2,2.4000000000000004,2.3000000000000003,2.4000000000000004,2.316666666666667,586.6552160132295,0.44699999690055847,82.87955333076627,86.055525606469,87.16757797458607,0.3704037070274353,0.06820778793983101,0.9389996194580489,3.565191884401372,3.565191884401372,12.0
35.5,-119.5,17.472105026245117,0.19631409645080566,7.7,7.7,7.800000000000001,8.0,7.75,8.200000000000001,8.1,8.200000000000001,8.1,8.166666666666668,6.300000000000001,6.300000000000001,6.4,6.4,6.3500000000000005,1.8900000000000001,0.84,0.63,0.36,0.9099999999999999,21.900000000000002,22.1,22.1,21.700000000000003,22.066666666666666,3.5,4.0,4.0,4.0,3.9166666666666665,375.6002425590512,0.43700000643730164,89.70864581859347,92.28774586104429,91.86826093108816,0.38828518986701965,0.21467019389286518,0.9389996194580489,6.059373467135134,7.499224658848611,38.0
35.5,-118.5,12.537165641784668,0.18691207468509674,7.6000000000000005,7.7,8.0,8.3,7.833333333333333,6.800000000000001,6.7,6.800000000000001,6.800000000000001,6.7666666666666675,5.300000000000001,5.2,5.1000000000000005,5.0,5.166666666666667,2.06,0.87,0.64,0.65,0.9533333333333334,19.5,17.7,16.900000000000002,17.2,17.6,2.5,2.4000000000000004,2.1,2.0,2.2666666666666666,370.59290556216354,0.41200000047683716,81.72548611111111,84.03222222222222,84.78527777777778,0.6225479245185852,0.0726831658424498,0.9389996194580489,11.399999618530273,11.399999618530273,14.0
35.5,-117.5,18.037912368774414,0.16856923699378967,7.4,7.4,7.4,7.7,7.4,9.1,9.200000000000001,9.1,9.200000000000001,9.133333333333333,7.800000000000001,7.7,7.6000000000000005,7.7,7.666666666666666,1.26,0.93,0.6900000000000001,0.42,0.865,13.9,13.200000000000001,14.0,13.9,13.716666666666667,1.5,2.0,2.1,2.2,1.9666666666666668,123.45573197169345,0.41200000047683716,95.22083333333333,99.0,99.0,0.27027973532676697,0.011057262268033783,0.9389996194580489,2.55026368752444,2.55026368752444,4.0
35.5,-116.5,18.546419143676758,0.15646269917488098,7.6000000000000005,7.7,7.7,7.9,7.683333333333334,8.4,8.4,8.4,8.4,8.399999999999999,7.5,7.6000000000000005,7.5,7.6000000000000005,7.533333333333333,0.87,0.79,0.64,0.47000000000000003,0.7283333333333334,12.100000000000001,12.9,12.9,13.200000000000001,12.766666666666666,1.1,1.6,1.6,1.7000000000000002,1.5166666666666666,60.39941200919057,0.41200000047683716,95.80208333333333,99.0,99.0,0.020711226388812065,0.008112196315065856,0.9389996194580489,2.2497673976545833,2.2497673976545833,0.0
35.5,-115.5,16.498390197753906,0.15667001903057098,8.200000000000001,8.3,8.3,8.4,8.283333333333333,7.800000000000001,7.9,7.9,8.0,7.883333333333334,6.7,6.5,6.6000000000000005,6.6000000000000005,6.583333333333334,0.48,0.39,0.23,0.19,0.325,10.4,11.100000000000001,10.4,9.200000000000001,10.633333333333333,1.1,1.4000000000000001,1.4000000000000001,1.6,1.35,114.16492958719023,0.41200000047683716,96.0,99.0,99.0,0.0022110589779913425,0.018092179444881284,0.9389996194580489,3.0850000381469727,3.1449999809265137,1.0
35.5,-114.5,19.397628784179688,0.16358955204486847,8.0,8.1,8.1,8.200000000000001,8.083333333333332,7.800000000000001,7.9,7.800000000000001,7.9,7.833333333333334,6.4,6.4,6.300000000000001,6.6000000000000005,6.3500000000000005,0.0,0.0,0.0,0.0,0.6183333333333334,12.700000000000001,13.200000000000001,12.700000000000001,11.8,12.866666666666667,1.4000000000000001,1.7000000000000002,1.9000000000000001,1.9000000000000001,1.75,108.33804174614676,0.41200000047683716,95.45085217391305,99.0,99.0,8.610559376620586e-08,0.014855425413339975,1.7297361411069323,10.582703895584258,12.265764352760304,4.0
35.5,-113.5,13.254502296447754,0.17660006880760193,8.200000000000001,8.200000000000001,8.3,8.3,8.25,8.0,8.0,8.0,8.0,8.0,7.1000000000000005,6.9,6.9,7.0,6.933333333333334,0.0,0.0,0.0,0.0,0.7516666666666667,10.0,10.0,9.600000000000001,9.5,9.8,1.2000000000000002,1.5,1.7000000000000002,1.8,1.55,164.50116988646553,0.43700000643730164,94.25083333333333,99.398125,99.0,0.010783362202346325,0.02546248609526932,1.7297361411069323,11.683622341390935,14.454481519553532,9.0
35.5,-112.5,11.047398567199707,0.19239795207977295,7.300000000000001,7.5,7.6000000000000005,8.0,7.5166666666666675,7.7,7.7,7.800000000000001,8.0,7.75,6.9,6.9,6.9,6.800000000000001,6.9,1.1400000000000001,0.92,0.9400000000000001,0.61,0.9666666666666668,14.5,15.8,17.3,15.9,16.333333333333336,1.3,1.6,1.6,1.7000000000000002,1.55,173.6756771842771,0.43700000643730164,97.17395833333333,99.28958333333334,98.55520833333334,0.11466949433088303,0.04599286400765317,1.7297361411069323,20.36086785917782,19.113754811615078,8.0
35.5,-111.5,11.285628318786621,0.199335515499115,6.9,6.9,7.0,7.1000000000000005,6.949999999999999,7.9,8.0,8.1,8.1,8.033333333333333,6.9,6.7,6.800000000000001,6.7,6.783333333333333,3.17,2.56,1.07,0.65,1.916666666666667,17.3,17.6,18.7,19.700000000000003,18.1,1.3,1.7000000000000002,1.7000000000000002,1.8,1.6333333333333333,153.55945742231646,0.43700000643730164,96.16270833333333,98.08826388888889,98.188125,0.07422575354576111,0.03837428810330966,1.7297361411069323,11.425457403639967,11.425457403639967,2.0
35.5,-110.5,12.233771324157715,0.19851195812225342,8.0,8.200000000000001,8.200000000000001,8.3,8.166666666666668,8.3,8.4,8.3,8.3,8.333333333333334,7.4,7.2,7.2,7.4,7.233333333333333,0.61,0.53,0.43,0.36,0.4933333333333333,12.0,12.5,12.100000000000001,12.3,12.216666666666669,0.9,1.2000000000000002,1.2000000000000002,1.4000000000000001,1.1500000000000001,96.47114894260721,0.43700000643730164,98.59965277777778,99.91993055555555,99.91993055555555,0.014717469923198223,0.013416569933906051,1.7297361411069323,9.374418494136458,9.374418494136458,0.0
35.5,-109.5,10.045245170593262,0.1978054940700531,7.6000000000000005,7.7,7.800000000000001,8.1,7.733333333333333,7.800000000000001,7.800000000000001,7.9,8.1,7.8500000000000005,7.2,7.0,7.1000000000000005,7.2,7.083333333333334,1.24,1.06,0.88,0.53,1.0,14.4,15.0,15.3,15.200000000000001,15.05,1.2000000000000002,1.6,1.6,1.6,1.5333333333333334,143.2315873359372,0.43700000643730164,95.890625,99.31965277777778,99.31965277777778,0.12746793031692505,0.014469933780744022,1.7297361411069323,3.248992056503194,3.7488369882729162,4.0
35.5,-108.5,8.040553092956543,0.19775480031967163,6.9,6.9,6.9,7.1000000000000005,6.9,7.800000000000001,7.9,7.9,8.1,7.883333333333334,6.9,6.800000000000001,6.800000000000001,7.0,6.816666666666666,2.2600000000000002,1.72,1.01,0.62,1.455,19.900000000000002,20.6,20.6,20.0,20.483333333333334,0.8,1.2000000000000002,1.2000000000000002,1.4000000000000001,1.1333333333333333,158.27734770814607,0.43700000643730164,92.15722222222222,97.19909722222222,97.19909722222222,0.08480258285999298,0.020858914515808104,1.7297361411069323,21.50477586302961,24.25562873829614,4.0
35.5,-107.5,8.746582984924316,0.19736824929714203,7.9,8.200000000000001,8.3,8.200000000000001,8.2,8.1,8.200000000000001,8.200000000000001,8.200000000000001,8.183333333333334,7.0,6.9,6.9,7.1000000000000005,6.916666666666667,1.09,0.8300000000000001,0.54,0.45,0.7283333333333334,18.2,18.8,19.5,19.0,19.05,1.8,2.2,2.2,2.2,2.1333333333333333,143.83806433702767,0.43700000643730164,87.49125,90.56458333333333,90.56159722222222,0.05788232013583183,0.020280014448691135,1.7297361411069323,20.20102325964412,22.95187613491065,1.0
35.5,-106.5,12.035037994384766,0.19707328081130981,7.4,7.7,7.9,8.1,7.75,6.9,7.0,7.0,7.2,6.983333333333333,6.2,6.2,6.2,6.300000000000001,6.199999999999999,1.07,0.8,0.72,0.67,0.8049999999999999,14.600000000000001,15.5,16.7,16.8,15.95,2.4000000000000004,2.4000000000000004,2.5,2.4000000000000004,2.45,211.6772707881329,0.43700000643730164,86.43305555555555,88.88305555555556,89.64618055555556,0.0661744773387909,0.03933023144589208,1.7297361411069323,7.387751914311656,7.38025418789929,4.0
35.5,-105.5,8.456828117370605,0.1968642622232437,6.300000000000001,6.300000000000001,6.300000000000001,6.5,6.300000000000001,6.300000000000001,6.300000000000001,6.300000000000001,6.4,6.300000000000001,4.7,4.800000000000001,4.800000000000001,4.9,4.783333333333333,5.19,2.82,1.42,0.91,2.515,21.400000000000002,19.8,18.7,18.400000000000002,19.516666666666666,2.7,2.4000000000000004,2.1,2.0,2.3,303.6339634150368,0.43700000643730164,84.46854166666667,87.38527777777777,88.94708333333334,0.09470663219690323,0.059592814111014546,1.7297361411069323,12.146052894204184,14.004129048997271,4.0
35.5,-104.5,12.661797523498535,0.19367223978042603,6.9,7.2,7.300000000000001,7.5,7.2,7.4,7.5,7.6000000000000005,7.800000000000001,7.533333333333333,6.7,6.5,6.5,6.7,6.533333333333333,3.17,2.06,1.4000000000000001,0.71,1.915,21.0,21.5,21.900000000000002,21.6,21.616666666666667,1.5,1.8,2.0,2.0,1.85,214.14991670407153,0.43700000643730164,93.87669699090273,99.02792162351295,99.02715185444367,0.2249426245689392,0.025093861554139084,1.7297361411069323,7.147215905931268,9.753023830490417,5.0
35.5,-103.5,13.73747730255127,0.19007597863674164,7.5,7.6000000000000005,7.800000000000001,8.1,7.683333333333334,7.9,7.9,8.0,8.200000000000001,7.95,7.4,7.300000000000001,7.300000000000001,7.4,7.316666666666666,2.74,1.27,0.84,0.51,1.3,16.6,16.5,16.6,16.6,16.566666666666666,1.4000000000000001,1.6,1.7000000000000002,1.8,1.6166666666666667,201.3173330040833,0.43700000643730164,96.224375,99.55909722222222,98.31631944444445,0.29241034388542175,0.0360005422637889,1.7297361411069323,2.0243720690052296,2.0243720690052296,10.0
35.5,-102.5,14.02664852142334,0.19592216610908508,7.300000000000001,7.4,7.5,7.9,7.433333333333334,7.800000000000001,7.800000000000001,7.9,8.0,7.8500000000000005,6.800000000000001,6.9,6.9,6.9,6.883333333333333,1.71,0.97,0.8,0.5,1.0083333333333333,15.3,14.4,15.700000000000001,15.9,15.2,1.1,1.5,1.4000000000000001,1.5,1.3833333333333333,226.2925562435696,0.43700000643730164,97.20923611111111,100.0,99.49854166666667,0.34691908955574036,0.11081053071342103,2.1745254345344294,21.731878133331893,24.316333881955096,18.0
35.5,-101.5,14.106558799743652,0.20090600848197937,7.5,7.6000000000000005,7.800000000000001,8.0,7.683333333333334,7.6000000000000005,7.6000000000000005,7.800000000000001,7.9,7.7,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.800000000000001,6.6000000000000005,1.47,0.9500000000000001,0.77,0.5,0.9466666666666668,17.0,16.2,16.900000000000002,16.400000000000002,16.683333333333337,1.3,1.6,1.6,1.6,1.55,223.9422433916053,0.43700000643730164,97.106875,100.0,99.36520833333333,0.45413848757743835,0.08390015475283653,2.1745254345344294,21.731878133331893,24.316333881955096,15.0
35.5,-100.5,14.2803316116333,0.2077917456626892,7.4,7.6000000000000005,7.7,8.0,7.616666666666667,7.4,7.4,7.6000000000000005,7.800000000000001,7.5,6.7,6.6000000000000005,6.6000000000000005,6.7,6.616666666666667,2.34,1.18,0.8200000000000001,0.51,1.1933333333333334,14.3,14.4,14.100000000000001,13.700000000000001,14.233333333333334,1.5,1.7000000000000002,1.7000000000000002,1.8,1.6666666666666667,240.36427600071798,0.43700000643730164,91.25465277777778,93.37902777777778,93.7125,0.4753333330154419,0.07571349207268621,2.1745254345344294,14.57428071061618,23.286328782098266,15.0
35.5,-99.5,15.087183952331543,0.21327394247055054,7.1000000000000005,7.1000000000000005,7.300000000000001,7.5,7.2,6.9,6.9,6.9,7.0,6.9,6.7,6.6000000000000005,6.7,6.7,6.666666666666667,1.53,1.21,0.74,0.51,1.0283333333333333,11.700000000000001,11.4,11.200000000000001,11.8,11.350000000000001,1.5,1.6,1.5,1.7000000000000002,1.5333333333333332,270.2816113011758,0.43700000643730164,92.91458333333334,95.40493055555555,94.76944444444445,0.3915404975414276,0.0877530245259073,2.1745254345344294,11.772933453862429,11.500310136460556,33.0
35.5,-98.5,15.204486846923828,0.22176289558410645,7.0,7.0,7.2,7.4,7.1,6.5,6.6000000000000005,6.6000000000000005,6.9,6.583333333333334,6.5,6.2,6.300000000000001,6.300000000000001,6.3,2.19,1.28,0.86,0.59,1.2216666666666667,13.200000000000001,13.200000000000001,13.0,13.8,13.100000000000001,1.6,1.9000000000000001,1.8,1.9000000000000001,1.7999999999999998,339.0283198379849,0.43700000643730164,91.55083333333333,94.81111111111112,95.63444444444444,0.24181054532527924,0.12641524549953775,2.1745254345344294,13.925395137914489,14.675627740259905,48.0
35.5,-97.5,15.820631980895996,0.2402481883764267,6.300000000000001,6.4,6.6000000000000005,6.9,6.483333333333334,6.6000000000000005,6.6000000000000005,6.6000000000000005,6.800000000000001,6.6000000000000005,5.800000000000001,5.7,5.7,5.7,5.716666666666667,2.29,1.07,0.79,0.58,1.1333333333333333,15.5,14.200000000000001,14.600000000000001,16.5,14.616666666666667,1.8,1.8,1.8,1.9000000000000001,1.7999999999999998,323.89442908722737,0.43700000643730164,85.98166666666667,88.768125,90.47291666666666,0.10192450881004333,0.20420844079991446,2.1745254345344294,12.25,19.75,38.0
35.5,-96.5,15.779122352600098,0.25299185514450073,6.0,6.1000000000000005,6.2,6.5,6.133333333333333,6.1000000000000005,6.1000000000000005,6.1000000000000005,6.0,6.1,5.300000000000001,5.0,5.0,5.0,5.05,5.7700000000000005,1.6,0.97,0.64,1.98,17.1,14.200000000000001,14.200000000000001,14.4,14.683333333333334,1.6,1.2000000000000002,1.1,1.3,1.2166666666666668,347.06983453118795,0.44699999690055847,83.15527777777778,84.30847222222222,85.82152777777777,0.09956527501344681,0.22656396011131352,2.1745254345344294,9.62496123294243,9.62496123294243,30.0
35.5,-95.5,15.760401725769043,0.25835612416267395,6.0,6.0,6.0,6.2,6.0,5.9,5.9,5.7,5.7,5.8,5.0,4.9,4.800000000000001,4.7,4.866666666666667,0.0,0.0,0.0,0.0,1.7733333333333334,19.6,15.100000000000001,15.0,17.2,15.8,1.7000000000000002,1.7000000000000002,1.7000000000000002,1.8,1.7000000000000002,346.87868200515135,0.44699999690055847,72.11173611111111,71.28340277777778,74.18534722222222,0.06587477028369904,0.28843698546382235,2.1745254345344294,10.349891356900951,10.349891356900951,30.0
35.5,-94.5,15.530510902404785,0.26330095529556274,6.0,5.9,5.9,5.800000000000001,5.916666666666667,5.800000000000001,5.7,5.7,5.5,5.716666666666667,5.1000000000000005,4.9,4.800000000000001,4.800000000000001,4.883333333333334,5.98,1.77,0.87,0.65,2.021666666666667,22.400000000000002,13.5,12.8,14.4,14.633333333333335,2.0,1.4000000000000001,1.2000000000000002,1.3,1.4000000000000001,381.60879984585307,0.44999998807907104,54.348958333333336,53.47125,47.911944444444444,0.046767909079790115,0.38075593844521666,2.1745254345344294,0.0,0.0,23.0
35.5,-93.5,15.080899238586426,0.26674288511276245,5.5,5.4,5.4,5.300000000000001,5.416666666666667,5.4,5.4,5.5,5.4,5.45,4.7,4.4,4.3,4.3,4.4,3.64,2.1,0.9500000000000001,0.54,1.7816666666666667,15.200000000000001,13.4,11.600000000000001,14.0,12.8,2.4000000000000004,1.9000000000000001,1.5,1.5,1.7833333333333332,316.7370525112651,0.44699999690055847,56.02534722222222,52.17347222222222,49.10826388888889,0.09009336680173874,0.49201180366434566,0.8648680705534662,0.0,0.0,15.0
35.5,-92.5,14.94830322265625,0.2763460576534271,5.7,5.7,5.7,5.7,5.699999999999999,5.300000000000001,5.300000000000001,5.300000000000001,5.2,5.300000000000001,5.0,4.6000000000000005,4.6000000000000005,4.4,4.666666666666667,3.81,2.02,1.02,0.53,1.8183333333333334,13.0,11.8,11.9,13.100000000000001,12.05,2.2,1.3,1.2000000000000002,1.3,1.4000000000000001,426.27604019381533,0.44699999690055847,55.46930555555556,50.474513888888886,47.47972222222222,0.11458473652601242,0.4952015236618216,0.8648680705534662,0.0,0.0,21.0
35.5,-91.5,15.580448150634766,0.291308730840683,5.6000000000000005,5.6000000000000005,5.5,5.5,5.55,5.5,5.5,5.4,5.4,5.45,4.9,4.7,4.5,4.5,4.633333333333333,3.89,1.55,0.72,0.47000000000000003,1.525,12.700000000000001,8.3,7.9,10.4,8.833333333333332,2.2,1.3,1.3,1.3,1.4500000000000002,511.6625103374729,0.44999998807907104,52.61805555555556,50.999652777777776,50.405833333333334,0.12702994048595428,0.6896591020885696,0.8648680705534662,9.81088317532514,9.71401212963413,51.0
35.5,-90.5,15.87838077545166,0.29278579354286194,6.0,6.2,5.9,5.800000000000001,6.016666666666667,5.5,5.5,5.5,5.4,5.5,4.800000000000001,4.6000000000000005,4.5,4.4,4.583333333333333,5.59,1.3800000000000001,0.9500000000000001,0.64,1.866666666666667,20.0,18.0,19.200000000000003,20.200000000000003,18.933333333333337,2.0,1.4000000000000001,1.3,1.4000000000000001,1.4500000000000002,464.82710251610337,0.44699999690055847,72.71270833333334,74.51861111111111,76.70659722222223,0.1578124463558197,0.9390941580705356,0.8648680705534662,27.679411344168116,22.725895542624755,69.0
35.5,-89.5,15.498950958251953,0.28847914934158325,5.9,5.9,5.9,6.0,5.9,5.6000000000000005,5.5,5.4,5.4,5.466666666666667,4.7,4.5,4.4,4.2,4.483333333333333,4.51,1.53,0.84,0.6900000000000001,1.6816666666666666,17.5,9.700000000000001,10.200000000000001,11.600000000000001,11.25,2.3000000000000003,1.5,1.4000000000000001,1.4000000000000001,1.5833333333333335,559.7326531421597,0.44699999690055847,72.26611111111112,72.64263888888888,73.55527777777777,0.2221062332391739,0.5326394397470124,0.7907365216488834,0.0,0.0,66.0
35.5,-88.5,14.917214393615723,0.2872059941291809,5.6000000000000005,5.5,5.5,5.4,5.516666666666667,5.4,5.4,5.300000000000001,5.300000000000001,5.3500000000000005,4.6000000000000005,4.1000000000000005,4.1000000000000005,4.0,4.183333333333334,4.29,1.37,0.56,0.32,1.4516666666666669,14.4,9.9,10.0,11.100000000000001,10.7,2.3000000000000003,1.3,1.3,1.3,1.4666666666666668,637.3516898492195,0.44999998807907104,51.34143369175627,51.85899641577061,45.75283154121864,0.0933825746178627,0.5688650560281959,0.7907365216488834,1.4995347953091664,1.4995347953091664,45.0
35.5,-87.5,14.285422325134277,0.28929466009140015,5.4,5.4,5.300000000000001,5.300000000000001,5.3500000000000005,5.4,5.4,5.4,5.4,5.4,5.4,5.0,4.9,4.7,5.0166666666666675,4.8100000000000005,1.68,0.73,0.56,1.7266666666666668,15.200000000000001,10.700000000000001,10.8,11.9,11.5,2.0,1.4000000000000001,1.2000000000000002,1.2000000000000002,1.4000000000000001,670.674491123796,0.44699999690055847,52.636963696369634,48.62179622217541,46.45923741310301,0.07679658383131027,0.5894251343947233,0.7907365216488834,0.0,0.0,32.0
35.5,-86.5,14.451701164245605,0.29030293226242065,5.5,5.5,5.5,5.4,5.5,5.5,5.5,5.4,5.4,5.45,4.9,4.5,4.5,4.4,4.566666666666666,5.43,1.45,0.72,0.43,1.7483333333333335,14.4,10.3,10.3,11.0,10.983333333333334,2.3000000000000003,1.7000000000000002,1.4000000000000001,1.4000000000000001,1.65,755.1433135658965,0.44699999690055847,59.263333333333335,58.65631944444444,55.823819444444446,0.1539679616689682,0.5531927251778748,0.7907365216488834,3.1509770252477587,4.401364695823453,53.0
35.5,-85.5,13.21535587310791,0.29323261976242065,5.300000000000001,5.4,5.4,5.300000000000001,5.383333333333334,5.6000000000000005,5.6000000000000005,5.6000000000000005,5.5,5.6,4.800000000000001,4.4,4.4,4.2,4.466666666666667,5.45,2.22,0.92,0.55,2.1083333333333334,14.200000000000001,10.200000000000001,10.0,10.5,10.766666666666666,2.1,1.6,1.4000000000000001,1.4000000000000001,1.5833333333333335,747.1915659545313,0.43700000643730164,46.66042535151558,40.65710450081255,37.249417084717024,0.06108275428414345,0.6689619125061318,0.7907365216488834,0.0,0.0,31.0
35.5,-84.5,14.25399398803711,0.29541194438934326,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1000000000000005,5.1,5.7,5.7,5.7,5.7,5.699999999999999,4.9,4.5,4.5,4.3,4.566666666666666,4.5200000000000005,1.45,0.8200000000000001,0.24,1.646666666666667,16.2,8.8,7.800000000000001,6.5,9.533333333333333,1.9000000000000001,1.6,1.4000000000000001,1.4000000000000001,1.55,805.3827841630433,0.44699999690055847,48.22616552222624,42.07712323816408,39.488615829418144,0.056588441133499146,0.664841239295021,0.7907365216488834,0.0,0.0,25.0
35.5,-83.5,11.091117858886719,0.29734283685684204,5.7,5.7,5.7,5.800000000000001,5.699999999999999,5.1000000000000005,5.1000000000000005,5.2,5.2,5.15,4.4,4.1000000000000005,4.1000000000000005,4.0,4.15,4.24,1.87,0.91,0.43,1.7850000000000001,17.900000000000002,12.0,11.700000000000001,11.8,12.833333333333334,2.5,1.7000000000000002,1.2000000000000002,1.2000000000000002,1.5833333333333335,774.3380265999317,0.44699999690055847,49.50784753363229,43.96216367713004,41.89980381165919,0.03488801792263985,0.7403414696012216,0.7907365216488834,0.0,0.0,9.0
35.5,-82.5,12.543303489685059,0.29432934522628784,5.7,5.7,5.7,5.6000000000000005,5.699999999999999,5.300000000000001,5.300000000000001,5.300000000000001,5.4,5.300000000000001,4.800000000000001,4.4,4.4,4.4,4.466666666666667,5.54,1.92,0.8,0.43,1.9633333333333334,18.8,12.3,12.3,12.5,13.383333333333333,2.5,1.7000000000000002,1.4000000000000001,1.3,1.6833333333333336,808.2538517796884,0.44699999690055847,48.90472222222222,41.76555555555556,39.338125,0.02718500606715679,0.6392395808218864,0.7907365216488834,0.0,0.0,9.0
35.5,-81.5,14.446677207946777,0.28900259733200073,4.9,5.0,5.0,5.1000000000000005,4.983333333333333,5.300000000000001,5.4,5.4,5.5,5.383333333333334,4.800000000000001,4.4,4.3,4.3,4.416666666666666,5.98,3.7,1.81,1.0,3.135,18.7,11.9,9.0,8.200000000000001,11.583333333333334,1.9000000000000001,1.5,1.0,1.0,1.3166666666666667,820.5589442485218,0.44699999690055847,52.84225872982007,47.28098997226371,44.044378066993815,0.0501113198697567,0.43147391532021573,0.7907365216488834,4.074403035011935,4.074403035011935,23.0
35.5,-80.5,15.071094512939453,0.28540581464767456,5.2,5.300000000000001,5.300000000000001,5.300000000000001,5.283333333333333,5.2,5.2,5.2,5.2,5.2,4.800000000000001,4.4,4.4,4.3,4.466666666666667,0.0,0.0,0.0,0.0,2.0783333333333336,10.100000000000001,7.300000000000001,7.2,8.700000000000001,7.716666666666667,1.7000000000000002,1.3,1.1,1.1,1.2666666666666666,728.4270643458137,0.44699999690055847,54.063025799214806,48.21508693213685,44.84029725182277,0.05469244346022606,0.3776465139671236,0.7907365216488834,5.260229491447026,8.999069590618333,38.0
35.5,-79.5,15.261528968811035,0.281217098236084,5.4,5.5,5.5,5.5,5.483333333333333,5.4,5.300000000000001,5.300000000000001,5.300000000000001,5.316666666666666,4.9,4.5,4.4,4.3,4.516666666666667,4.1,1.51,0.6,0.29,1.4866666666666668,11.700000000000001,8.5,9.4,12.5,9.483333333333334,1.5,1.1,1.1,1.2000000000000002,1.1666666666666667,807.8661322636435,0.44699999690055847,52.684444444444445,48.82013888888889,44.590694444444445,0.03836873173713684,0.35736861152797966,0.7907365216488834,3.049999952316284,3.049999952316284,26.0
35.5,-78.5,15.658049583435059,0.2805185317993164,5.2,5.2,5.2,5.300000000000001,5.2,5.4,5.4,5.4,5.4,5.4,4.7,4.4,4.3,4.3,4.4,0.0,0.0,0.0,0.0,1.745,15.4,8.1,9.0,10.3,9.766666666666666,1.8,1.3,1.1,1.2000000000000002,1.2833333333333334,702.6937085870898,0.44699999690055847,52.14013888888889,45.86222222222222,41.83083333333333,0.032866284251213074,0.36517853114359,0.7907365216488834,1.5004652046908333,1.5004652046908333,54.0
