lat,lon,temperature [oC],soil moisture [m3/m3],pH_H2O_0-30cm [-],SOC_0-30cm [wt%],NPP [gC/m/yr],porosity [-],BS_0-20cm [%],nitrification rate [kgN/ha/day],runoff [m/yr],erosion [mm/yr],CEC_0-30cm [cmol/kg],cropland [%],OC_input_gC_per_m2_per_yr,log_tau_OC_yr,log_KH_per_Na,log_Ca_M
30.5,-97.5,19.644222259521500,0.2523808479309080,7.25,1.6733333333333300,400.2408128000710,0.449999988079071,86.308125,0.1200247555971150,0.2035036771409930,2.1745254345344300,37.27861150942740,24.0,1034.004324,0.559764460296815,6.565509049,-1.9094682224954600
30.5,-96.5,19.83644294738770,0.2533852756023410,6.800000000000000,1.2133333333333300,520.16282577157,0.4469999969005580,78.76555555555560,0.1106838807463650,0.2283618298107790,2.1745254345344300,10.9246371284502,44.0,625.1865233,0.7388937459978960,5.55804713,-2.858570165720730
30.5,-95.5,19.42442321777340,0.2572578489780430,6.45,1.405,496.9234517125460,0.4469999969005580,61.46173611111110,0.113431230187416,0.3716908902050150,2.1745254345344300,4.025376429606510,18.0,1017.589876,0.5062205935585110,5.678264325,-3.0425044973911200
30.5,-94.5,19.186641693115200,0.2567678987979890,5.233333333333330,1.5133333333333300,733.0763880849380,0.449999988079071,56.29895833333330,0.0555282570421695,0.4873705246939590,2.1745254345344300,4.424363403745080,9.0,,,,
30.5,-93.5,19.2115421295166,0.2532057464122770,5.1,1.32,856.298953012827,0.449999988079071,52.85418276322260,0.0544423796236515,0.6235347146984790,0.8648680705534660,0.0,17.0,1073.633777,0.6005109058692830,5.907779432,-3.245153373692470
30.5,-92.5,19.532712936401400,0.2616990506649020,5.4,1.5633333333333300,733.8454771174040,0.4469999969005580,66.25501168803570,0.0902959629893302,0.776898505513985,0.8648680705534660,3.801040332742350,51.0,712.6656642,0.8038790214613170,5.767351665,-3.100857460444570
30.5,-91.5,19.36850929260250,0.2790403068065640,6.200000000000000,1.806666666666670,698.0351126390560,0.449999988079071,73.451875,0.1316625624895100,0.5917909820978530,0.8648680705534660,42.72040217369220,35.0,772.7638847,0.9570082222117160,6.344004565,-2.4982893689763300
30.5,-90.5,19.34447288513180,0.2770378887653350,5.4,1.735,801.0837092408600,0.4469999969005580,66.5626572327044,0.0475020818412303,0.5956910347869530,0.8648680705534660,0.0,11.0,1429.264415,0.6553695921452100,5.18708596,-3.2838333214514500
30.5,-89.5,19.27305793762210,0.259146511554718,5.050000000000000,1.846666666666670,815.1119058949130,0.449999988079071,44.17147950089130,0.0363125056028366,0.6357497394707980,0.8648680705534660,0.0,6.0,,,,
30.5,-88.5,19.44530868530270,0.246924340724945,5.1,1.6733333333333300,589.1589345797290,0.449999988079071,43.900274788184100,0.0221786852926015,0.5888649305288860,0.8648680705534660,0.0,8.0,,,,
30.5,-87.5,19.48880386352540,0.2456320822238920,5.183333333333330,3.203333333333330,595.9295316732630,0.449999988079071,46.49576319059990,0.0298997238278388,0.553024669642444,0.8401575542519390,0.0,17.0,3664.482268,0.1692894947628660,5.530555268,-3.234514620484590
30.5,-86.5,19.39097595214840,0.2336622476577760,5.133333333333330,1.3850000000000000,594.3677734561300,0.449999988079071,48.35922105019130,0.0249989405274391,0.46751218261562,0.8401575542519390,0.0,10.0,,,,
30.5,-85.5,19.20881462097170,0.2164292484521870,4.883333333333330,1.8616666666666700,933.1371439172840,0.4189999997615810,46.92529087568890,0.0157254431396722,0.4741625176287900,0.8401575542519390,0.0,20.0,,,,
30.5,-84.5,19.367733001709000,0.2272652089595790,5.300000000000000,1.8733333333333300,1001.9805803588700,0.4189999997615810,49.11113522899940,0.033150840550661,0.4037075715369970,0.8401575542519390,0.0,15.0,,,,
30.5,-83.5,19.602243423461900,0.2254942655563350,5.300000000000000,1.86,978.1458727539510,0.4189999997615810,50.49695995527290,0.014943616464734,0.3601997664842800,0.8401575542519390,0.0,22.0,1794.363311,0.5287222706635450,5.329942118,-3.5849461538207500
30.5,-82.5,19.722702026367200,0.2176656723022460,5.083333333333330,2.2033333333333300,1043.7664514569500,0.4189999997615810,49.32451388888890,0.0161580108106136,0.3005187850762630,0.8401575542519390,0.0,11.0,,,,
30.5,-81.5,20.42880630493160,0.2049063742160800,5.283333333333330,2.205,530.1617284869220,0.4189999997615810,44.98610433934670,0.0155271599069237,0.2809399253327890,0.8401575542519390,0.0,6.0,,,,
31.5,-111.5,18.071495056152300,0.1595703959465030,8.083333333333330,0.3216666666666670,73.83924112598480,0.4120000004768370,93.20875,0.1448141038417820,0.0236654472771001,1.7297361411069300,3.174106507557310,8.0,,,,
31.5,-110.5,15.502493858337400,0.166265457868576,7.95,0.5333333333333330,93.48171637294490,0.4370000064373020,92.40326388888890,0.1997754126787190,0.0369956044186348,1.7297361411069300,22.515242039593200,8.0,,,,
31.5,-109.5,16.379823684692400,0.1649770587682720,7.85,0.5233333333333330,131.497352434995,0.4370000064373020,94.03847222222220,0.1227733194828030,0.0389879040278119,1.7297361411069300,49.45619889296600,7.0,,,,
31.5,-108.5,15.618186950683600,0.1623966991901400,8.016666666666670,0.4983333333333330,133.96796689543300,0.4370000064373020,93.81125,0.1119353920221330,0.0182508130905103,1.7297361411069300,7.6742472075214700,7.0,,,,
31.5,-105.5,15.785682678222700,0.1595332473516460,8.3,0.5033333333333330,137.05870131578300,0.4370000064373020,89.84680555555560,0.0093642715364694,0.0440563635309341,2.1745254345344300,16.348465798239800,1.0,,,,
