lat,lon,temperature [oC],soil moisture [m3/m3],pH_H2O_0-30cm [-],SOC_0-30cm [wt%],NPP [gC/m/yr],porosity [-],BS_0-20cm [%],nitrification rate [kgN/ha/day],runoff [m/yr],erosion [mm/yr],CEC_0-30cm [cmol/kg],cropland [%],OC_input_gC_per_m2_per_yr,log_tau_OC_yr,log_KH_per_Na,log_Ca_M
35.5,-109.5,10.045245170593300,0.1978054940700530,7.733333333333330,1.0,143.2315873359370,0.4370000064373020,95.890625,0.127467930316925,0.014469933780744,1.7297361411069300,3.248992056503190,4.0,,,,
35.5,-108.5,8.040553092956540,0.1977548003196720,6.9,1.455,158.27734770814600,0.4370000064373020,92.15722222222220,0.0848025828599929,0.0208589145158081,1.7297361411069300,21.50477586302960,4.0,,,,
35.5,-107.5,8.746582984924320,0.197368249297142,8.2,0.7283333333333330,143.83806433702800,0.4370000064373020,87.49125,0.0578823201358318,0.0202800144486911,1.7297361411069300,20.20102325964410,1.0,,,,
35.5,-106.5,12.035037994384800,0.1970732808113100,7.75,0.8050000000000000,211.6772707881330,0.4370000064373020,86.43305555555560,0.0661744773387909,0.039330231445892,1.7297361411069300,7.387751914311660,4.0,,,,
35.5,-105.5,8.456828117370610,0.1968642622232440,6.300000000000000,2.515,303.6339634150370,0.4370000064373020,84.46854166666670,0.0947066321969032,0.0595928141110145,1.7297361411069300,12.146052894204200,4.0,,,,
35.5,-104.5,12.661797523498500,0.193672239780426,7.2,1.915,214.14991670407200,0.4370000064373020,93.87669699090270,0.2249426245689390,0.025093861554139,1.7297361411069300,7.147215905931270,5.0,,,,
35.5,-103.5,13.73747730255130,0.1900759786367420,7.683333333333330,1.3,201.3173330040830,0.4370000064373020,96.224375,0.2924103438854220,0.0360005422637889,1.7297361411069300,2.0243720690052300,10.0,,,,
35.5,-102.5,14.02664852142330,0.195922166109085,7.433333333333330,1.0083333333333300,226.2925562435700,0.4370000064373020,97.20923611111110,0.3469190895557400,0.110810530713421,2.1745254345344300,21.731878133331900,18.0,1316.066135,0.32629334756388700,6.097509036,-1.9803758205944500
35.5,-101.5,14.106558799743700,0.2009060084819790,7.683333333333330,0.9466666666666670,223.9422433916050,0.4370000064373020,97.106875,0.4541384875774380,0.0839001547528365,2.1745254345344300,21.731878133331900,15.0,1308.905801,0.32745422060858200,6.15158563,-1.8183191266745400
35.5,-100.5,14.2803316116333,0.2077917456626890,7.616666666666670,1.1933333333333300,240.364276000718,0.4370000064373020,91.25465277777780,0.4753333330154420,0.0757134920726862,2.1745254345344300,14.57428071061620,15.0,769.6894542,0.5560573749096650,6.366689502,-1.891640185590000
35.5,-99.5,15.087183952331500,0.2132739424705510,7.2,1.028333333333330,270.2816113011760,0.4370000064373020,92.91458333333330,0.3915404975414280,0.0877530245259073,2.1745254345344300,11.772933453862400,33.0,805.8597711,0.5297405926267560,6.149324927,-1.9913994961306600
35.5,-98.5,15.204486846923800,0.2217628955841060,7.1,1.221666666666670,339.0283198379850,0.4370000064373020,91.55083333333330,0.2418105453252790,0.1264152454995380,2.1745254345344300,13.925395137914500,48.0,823.218967,0.5990457360831680,5.555971451,-2.4239928911476000
35.5,-97.5,15.820631980896000,0.2402481883764270,6.483333333333330,1.1333333333333300,323.89442908722700,0.4370000064373020,85.98166666666670,0.1019245088100430,0.2042084407999140,2.1745254345344300,12.25,38.0,832.7759975,0.677001269031898,5.267983834,-2.784486890734190
35.5,-96.5,15.779122352600100,0.2529918551445010,6.133333333333330,1.98,347.06983453118800,0.4469999969005580,83.15527777777780,0.0995652750134468,0.2265639601113140,2.1745254345344300,9.62496123294243,30.0,442.8744343,0.9653567232604780,5.212026318,-3.0050264010870400
35.5,-95.5,15.760401725769000,0.2583561241626740,6.0,1.7733333333333300,346.87868200515100,0.4469999969005580,72.11173611111110,0.065874770283699,0.2884369854638220,2.1745254345344300,10.349891356901000,30.0,710.0133434,0.7554252479311940,5.128259245,-3.2073158947523700
35.5,-94.5,15.530510902404800,0.2633009552955630,5.916666666666670,2.021666666666670,381.608799845853,0.449999988079071,54.348958333333300,0.0467679090797901,0.3807559384452170,2.1745254345344300,0.0,23.0,639.4619068,0.819453453561423,5.032024582,-3.6123847206870100
35.5,-93.5,15.080899238586400,0.2667428851127620,5.416666666666670,1.7816666666666700,316.7370525112650,0.4469999969005580,56.02534722222220,0.0900933668017387,0.4920118036643460,0.8648680705534660,0.0,15.0,484.0851731,0.9377377781636800,4.621812627,-3.5764585005125000
35.5,-92.5,14.94830322265630,0.2763460576534270,5.700000000000000,1.8183333333333300,426.2760401938150,0.4469999969005580,55.46930555555560,0.1145847365260120,0.4952015236618220,0.8648680705534660,0.0,21.0,532.6422891,0.8648137528019700,4.484493306,-3.4889269978043700
35.5,-91.5,15.580448150634800,0.291308730840683,5.55,1.525,511.6625103374730,0.449999988079071,52.61805555555560,0.1270299404859540,0.6896591020885700,0.8648680705534660,9.81088317532514,51.0,490.8564801,0.8213353689000080,5.758722862,-3.2711786720777600
35.5,-90.5,15.87838077545170,0.2927857935428620,6.016666666666670,1.866666666666670,464.82710251610300,0.4469999969005580,72.71270833333330,0.1578124463558200,0.9390941580705360,0.8648680705534660,27.67941134416810,69.0,610.7833158,0.7045719286625310,5.90140012,-2.8181760903268700
35.5,-89.5,15.498950958252000,0.2884791493415830,5.9,1.6816666666666700,559.7326531421600,0.4469999969005580,72.26611111111110,0.2221062332391740,0.5326394397470120,0.7907365216488830,0.0,66.0,836.2323302,0.5439782114213550,5.341492119,-2.9583003222925100
35.5,-88.5,14.917214393615700,0.2872059941291810,5.516666666666670,1.4516666666666700,637.3516898492200,0.449999988079071,51.34143369175630,0.0933825746178627,0.5688650560281960,0.7907365216488830,1.4995347953091700,45.0,612.3600942,0.7241720936807080,5.529488653,-3.45808510589727
35.5,-87.5,14.285422325134300,0.2892946600914000,5.3500000000000000,1.7266666666666700,670.674491123796,0.4469999969005580,52.636963696369600,0.0767965838313102,0.5894251343947230,0.7907365216488830,0.0,32.0,531.3089555,0.8611706373404780,5.427339567,-3.508661985386980
35.5,-86.5,14.451701164245600,0.2903029322624210,5.5,1.7483333333333300,755.1433135658970,0.4469999969005580,59.263333333333300,0.1539679616689680,0.5531927251778750,0.7907365216488830,3.1509770252477600,53.0,638.9647865,0.7828454829623400,5.591062931,-3.1597574642464000
35.5,-85.5,13.21535587310790,0.2932326197624210,5.383333333333330,2.1083333333333300,747.1915659545310,0.4370000064373020,46.66042535151560,0.0610827542841434,0.6689619125061320,0.7907365216488830,0.0,31.0,575.5866185,0.9629623268047460,5.358786289,-3.6001010662991700
35.5,-84.5,14.25399398803710,0.2954119443893430,5.1,1.646666666666670,805.3827841630430,0.4469999969005580,48.22616552222620,0.0565884411334991,0.664841239295021,0.7907365216488830,0.0,25.0,774.7002744,0.8358930920819870,5.572958533,-3.4762986666619700
35.5,-83.5,11.09111785888670,0.297342836856842,5.700000000000000,1.785,774.3380265999320,0.4469999969005580,49.50784753363230,0.0348880179226398,0.7403414696012220,0.7907365216488830,0.0,9.0,,,,
35.5,-82.5,12.54330348968510,0.2943293452262880,5.700000000000000,1.9633333333333300,808.2538517796880,0.4469999969005580,48.90472222222220,0.0271850060671567,0.6392395808218860,0.7907365216488830,0.0,9.0,,,,
35.5,-81.5,14.446677207946800,0.2890025973320010,4.983333333333330,3.135,820.5589442485220,0.4469999969005580,52.84225872982010,0.0501113198697567,0.4314739153202160,0.7907365216488830,4.074403035011940,23.0,972.7442975,0.6836265454794370,5.547312508,-3.2907679796124900
35.5,-80.5,15.071094512939500,0.2854058146476750,5.283333333333330,2.0783333333333300,728.4270643458140,0.4469999969005580,54.063025799214800,0.054692443460226,0.3776465139671240,0.7907365216488830,5.260229491447030,38.0,1383.663791,0.4165493318687070,5.304764603,-3.2207614681275400
35.5,-79.5,15.261528968811000,0.281217098236084,5.483333333333330,1.4866666666666700,807.8661322636440,0.4469999969005580,52.684444444444400,0.0383687317371368,0.3573686115279800,0.7907365216488830,3.049999952316280,26.0,984.3658952,0.537549284949648,5.347328889,-3.347595258323980
35.5,-78.5,15.65804958343510,0.2805185317993160,5.2,1.745,702.6937085870900,0.4469999969005580,52.14013888888890,0.032866284251213,0.36517853114359,0.7907365216488830,1.500465204690830,54.0,1206.926233,0.4833280526294100,5.158706935,-3.431676662219330
35.5,-77.5,16.08859634399410,0.2803010940551760,5.283333333333330,1.346666666666670,763.312556168423,0.4469999969005580,47.93125,0.0234936475753784,0.3991323955127860,0.7907365216488830,0.0,56.0,847.0624361,0.8880764889081140,5.162223336,-3.6790566849722900
35.5,-76.5,16.3550968170166,0.2684967517852780,5.2,1.5616666666666700,597.9147242957400,0.449999988079071,47.36832740213520,0.0216898322105407,0.531863050144291,0.7907365216488830,37.48836988272920,17.0,,,,
36.5,-121.5,13.66705322265630,0.192212164402008,7.116666666666670,1.305,644.1388714877020,0.4469999969005580,81.17788502243670,0.2207815945148470,0.1998107103094280,0.9389996194580490,18.64779810658270,11.0,5789.895573,-0.07454425191625800,6.242432446,-2.0927448862788100
36.5,-120.5,15.935454368591300,0.2093288600444790,7.366666666666670,1.2016666666666700,418.89068770331500,0.4370000064373020,86.67736111111110,0.1511964946985240,0.1647302506139450,0.9389996194580490,6.922806122802970,41.0,1014.773869,0.48296548274035700,7.028514616,-1.6893977639803800
36.5,-119.5,17.1550235748291,0.2077573835849760,7.916666666666670,0.9000000000000000,405.4132295100300,0.4469999969005580,84.29204157076100,0.0015004421584308,0.2969902285223470,0.9389996194580490,10.949920601038700,46.0,1789.773953,0.27716104195343500,6.191818211,-2.4037082873130700
36.5,-118.5,1.8750985860824600,0.2024229764938350,5.85,3.105,291.8749630881830,0.4469999969005580,62.67638888888890,0.2249154150485990,0.2246015584323630,0.9389996194580490,21.49825741901910,3.0,,,,
36.5,-117.5,15.090510368347200,0.1825159639120100,7.35,1.19,77.86413155366400,0.4370000064373020,93.83895833333330,0.0475081503391265,0.0121026420725426,0.9389996194580490,2.2572600515094600,0.0,,,,
36.5,-116.5,17.16457176208500,0.1663350611925130,8.85,0.3866666666666670,80.73907769721840,0.4120000004768370,95.3575,9.85039787337882E-06,0.0088952410945357,1.7297361411069300,2.332288494955970,0.0,,,,
36.5,-115.5,14.67332363128660,0.1680794656276700,8.366666666666670,0.4083333333333330,103.23727321361200,0.4120000004768370,95.89354166666670,0.0283278264105319,0.0238745658726426,1.7297361411069300,2.730323188631180,0.0,,,,
36.5,-114.5,19.83333969116210,0.1751012057065960,7.583333333333330,1.1283333333333300,99.78198388945720,0.4120000004768370,96.6950127411722,0.0554257854819297,0.0126196521063627,1.7297361411069300,7.792407345442550,2.0,,,,
36.5,-113.5,12.07060718536380,0.186433732509613,7.533333333333330,1.028333333333330,155.21715546110700,0.4370000064373020,97.94833333333330,0.0893228352069854,0.0281925938626976,1.7297361411069300,9.998415835471870,7.0,,,,
36.5,-112.5,11.491291999816900,0.193712517619133,7.666666666666670,0.7333333333333330,181.78327502251400,0.4370000064373020,98.01041666666670,0.1124687120318410,0.0427746330978075,1.7297361411069300,39.17061973738090,8.0,,,,
36.5,-111.5,10.9035005569458,0.1956446170806880,5.983333333333330,2.8233333333333300,111.26119169836300,0.4370000064373020,98.409375,0.0845358669757843,0.0165771712984617,1.7297361411069300,26.57386737003100,3.0,,,,
36.5,-110.5,10.279702186584500,0.1961535215377810,7.883333333333330,0.6483333333333330,119.28332028171200,0.4370000064373020,97.46034722222220,0.006749827414751,0.0134130670073369,1.7297361411069300,15.909584557980800,4.0,,,,
36.5,-109.5,11.819266319274900,0.1976783573627470,8.066666666666670,0.475,133.82997994023800,0.4370000064373020,96.21256944444440,0.0850351527333259,0.0183890892378523,1.7297361411069300,5.083661965613940,4.0,,,,
36.5,-108.5,11.515911102294900,0.1998907327651980,8.266666666666670,0.5133333333333330,107.91280464844500,0.4469999969005580,89.4251388888889,0.0236386507749557,0.0176308512147234,1.7297361411069300,9.956377600352290,4.0,,,,
36.5,-107.5,9.496374130249020,0.2051278352737430,8.133333333333330,0.565,171.2084998084970,0.4370000064373020,88.74104166666670,0.0244011245667934,0.0292140721659388,1.7297361411069300,3.6663380343860600,4.0,,,,
36.5,-106.5,6.480640888214110,0.2118919491767880,7.233333333333330,1.4500000000000000,320.0077195520130,0.4370000064373020,71.79972222222220,0.012539118528366,0.0854536047729314,1.7297361411069300,20.384999752044700,7.0,,,,
36.5,-105.5,4.516820907592770,0.2093230187892910,7.683333333333330,1.5083333333333300,373.23854967467800,0.4370000064373020,74.25923611111110,0.0170147363096475,0.0982326988957498,1.7297361411069300,19.19522306199850,3.0,,,,
36.5,-104.5,9.928046226501470,0.2051726281642910,6.483333333333330,2.27,272.0056529064940,0.4370000064373020,90.02881944444450,0.0737138167023658,0.0317114722724021,1.7297361411069300,18.0,4.0,,,,
36.5,-103.5,10.913856506347700,0.2007030546665190,7.466666666666670,1.2566666666666700,231.9954738731170,0.4370000064373020,96.20097222222220,0.1260656416416170,0.0364935618816625,1.7297361411069300,16.225784781375100,7.0,,,,
36.5,-102.5,12.677082061767600,0.2011489570140840,7.616666666666670,1.1966666666666700,254.2312338853760,0.4370000064373020,96.99569444444440,0.186547502875328,0.1258801673466360,2.1745254345344300,12.494253744211400,26.0,1216.903344,0.3240486616762540,5.819571259,-2.1373530985789400
36.5,-101.5,13.550868034362800,0.2027219384908680,7.716666666666670,0.9216666666666670,249.152852236429,0.4370000064373020,97.81444444444440,0.3120591938495640,0.1452796170300990,2.1745254345344300,27.100000381469700,30.0,1121.10921,0.3268439000247700,5.729757069,-2.0314464680778
36.5,-100.5,13.453453063964800,0.2047413289546970,7.433333333333330,0.8416666666666670,236.80517194492000,0.4370000064373020,96.635625,0.552308976650238,0.0579188805552985,2.1745254345344300,25.5,22.0,908.4448749,0.4294801654621390,6.406841438,-1.7268714832401700
36.5,-99.5,14.26364803314210,0.2068754732608800,7.466666666666670,1.08,259.85950434590600,0.4120000004768370,87.97930555555560,0.4049027264118190,0.0598873613085585,2.1745254345344300,13.125014257504900,28.0,812.4175441,0.4954220185563260,6.57211308,-1.9110255622941800
36.5,-98.5,14.929519653320300,0.2201564908027650,6.666666666666670,1.01,312.642792965049,0.4370000064373020,87.61184026808150,0.2887496650218960,0.0947450756998233,2.1745254345344300,7.250396041132030,51.0,1018.191648,0.43705284383247100,5.801031171,-2.2822311172290100
36.5,-97.5,15.008899688720700,0.2396886646747590,7.233333333333330,1.2533333333333300,355.4313551911190,0.4370000064373020,88.78145833333330,0.0855500474572181,0.1791807584788310,2.1745254345344300,13.994684636854200,62.0,609.3104141,0.7425016112993300,5.593557789,-2.6279862000671100
36.5,-96.5,15.0426664352417,0.2546639442443850,6.4,1.3983333333333300,314.4355227937070,0.4370000064373020,83.05895833333330,0.0828245878219604,0.2275094997111600,2.1745254345344300,18.25215446381870,29.0,441.4563563,1.003945462995880,5.518600248,-2.8464057916596200
36.5,-95.5,14.94170379638670,0.2620386183261870,6.15,1.6216666666666700,346.68021307828600,0.4469999969005580,76.52900619820320,0.1713825017213820,0.2846946148405480,2.1745254345344300,10.0,39.0,613.6522568,0.8545969695015310,5.219618132,-2.9404044704841800
36.5,-94.5,14.18774700164800,0.2674185931682590,5.766666666666670,1.6516666666666700,378.307522556514,0.449999988079071,47.62433558396780,0.0720005631446838,0.3703115421925650,0.8648680705534660,6.805289730435190,46.0,495.540869,0.9615024866571280,5.780139332,-3.3504600440070500
36.5,-93.5,13.915780067443800,0.2696559131145480,5.65,2.5516666666666700,372.76396559680000,0.4469999969005580,50.49118055555560,0.1020691990852360,0.4035915902378810,0.8648680705534660,16.30840693898340,35.0,480.306588,0.9727860673440020,5.979419573,-3.2134338563146300
36.5,-92.5,14.135554313659700,0.2756980657577510,5.45,1.913333333333330,387.99063133017400,0.4469999969005580,53.79378986472280,0.0933829918503761,0.4033504066096860,0.8648680705534660,16.6208080478719,26.0,442.586148,0.9503896311432920,6.244141165,-3.133554484339700
36.5,-91.5,14.00118923187260,0.2836285233497620,5.9,1.5033333333333300,476.16768116292900,0.4469999969005580,51.46083333333330,0.0447444878518581,0.4735333974202770,0.8648680705534660,8.342301397141940,32.0,466.1928617,0.876058453455567,5.969277317,-3.3807715400431500
36.5,-90.5,14.537349700927700,0.2855306267738340,5.416666666666670,1.471666666666670,477.4616981085220,0.449999988079071,54.773402777777800,0.279234915971756,0.784875861852107,1.0131311683626300,11.874801979434000,58.0,515.1509257,0.7866924354141270,6.232735751,-3.0078545387553400
36.5,-89.5,14.617451667785600,0.2842251658439640,5.95,1.03,516.1438874110510,0.4370000064373020,79.01743055555560,0.5674615502357480,0.6403122932800270,0.7907365216488830,18.43694688097860,72.0,614.0713265,0.7393863284885570,5.695319787,-2.6385461338517400
36.5,-88.5,14.23944091796880,0.2865763902664180,5.366666666666670,1.6466666666666700,627.6322783941570,0.4469999969005580,64.08885442056280,0.1325303465127950,0.5432030613654150,0.7907365216488830,0.0,62.0,757.1248815,0.6824122173060460,5.207237009,-3.3127707641808100
36.5,-87.5,14.045894622802700,0.2899623513221740,5.25,1.6633333333333300,646.9260129963720,0.4469999969005580,51.316606676547400,0.1099045053124430,0.5447631571652230,0.7907365216488830,9.300665062969310,46.0,670.2162324,0.7481220919110900,6.084857107,-3.135620262332400
36.5,-86.5,14.025691986084000,0.291987270116806,5.833333333333330,1.5700000000000000,678.0139130146350,0.4469999969005580,55.91909722222220,0.1067506223917010,0.537911053874174,0.7907365216488830,1.8005702515313000,62.0,943.0115441,0.5989272580184640,5.769503183,-3.1535982545040200
36.5,-85.5,13.904316902160600,0.2949566841125490,5.4,1.705,752.6893211001090,0.4469999969005580,50.67803431476380,0.0689899921417236,0.5821230768924940,0.7907365216488830,1.5754990595251900,34.0,610.7668032,0.9049872937567520,5.536601744,-3.454470058056820
36.5,-84.5,12.834195137023900,0.2973708510398870,5.483333333333330,2.618333333333330,765.8679607646190,0.4370000064373020,48.19754816112080,0.0507065914571285,0.6343105796026290,0.7907365216488830,1.974374278845690,15.0,,,,
36.5,-83.5,12.685840606689500,0.2951564192771910,5.433333333333330,2.4400000000000000,775.4981767412270,0.4370000064373020,50.33642355327010,0.0582481920719146,0.5089594121586020,0.7907365216488830,1.9756257688380200,27.0,659.1824254,0.9658505368889500,5.772445613,-3.2851088634434100
36.5,-82.5,12.902260780334500,0.2932492196559910,5.683333333333330,2.61,787.3884705595500,0.4469999969005580,53.321527777777800,0.0314730554819107,0.4884614438451210,0.7907365216488830,0.0,26.0,872.5728608,0.8553158797877610,5.220543835,-3.4754932549151700
36.5,-81.5,10.145569801330600,0.2941040992736820,5.266666666666670,2.51,816.7734633686240,0.4469999969005580,49.857708333333300,0.0194624233990907,0.554207161796183,0.7907365216488830,0.0,15.0,784.1437902,1.022871580655030,5.419255946,-3.4978780266228700
36.5,-80.5,13.126843452453600,0.2900958359241490,5.483333333333330,2.401666666666670,814.3423107755990,0.4469999969005580,52.193888888888900,0.0326037630438804,0.4498688966801490,0.7907365216488830,3.974944578060710,32.0,950.1151781,0.7440109353712540,5.476739613,-3.338002384131720
36.5,-79.5,14.22410488128660,0.2860462963581090,5.183333333333330,1.4983333333333300,754.0402582329280,0.4469999969005580,55.0,0.0396251454949379,0.3865847296098970,0.7907365216488830,4.799619752814420,39.0,1009.165835,0.5688887263166930,5.383413321,-3.2175161953313600
36.5,-78.5,14.504376411438000,0.2847030460834500,5.183333333333330,1.8400000000000000,778.1802107893320,0.4469999969005580,54.70486111111110,0.0449527315795421,0.3584501830573200,0.7907365216488830,3.024041556626180,30.0,848.6548045,0.6321480888852320,5.236959841,-3.3155140170980200
36.5,-77.5,14.974282264709500,0.2808586955070500,5.033333333333330,1.6416666666666700,811.4338032656770,0.4469999969005580,51.82881944444440,0.0474253445863723,0.3646083529493620,0.7907365216488830,1.3002217949510900,35.0,774.3373385,0.7347117154971240,5.245200443,-3.435227335098430
36.5,-76.5,15.221985816955600,0.2632481455802920,5.300000000000000,1.7766666666666700,658.2452137481320,0.449999988079071,47.40253838921970,0.0234378259629011,0.4546229447582790,0.7907365216488830,0.0,35.0,1553.678318,0.7118675021497580,3.778465029,-4.23561621977221
37.5,-121.5,14.938735961914100,0.2162584066390990,6.833333333333330,1.4066666666666700,563.7231162139730,0.4469999969005580,77.49541551448120,0.1480665057897570,0.1496708604376470,0.9389996194580490,19.5274649334292,25.0,3344.759238,0.1728750487636540,6.686994539,-2.0516800641938200
37.5,-120.5,16.471410751342800,0.2214519679546360,7.666666666666670,1.778333333333330,466.94514255113200,0.4469999969005580,82.3645138888889,0.1339128166437150,0.1828075351706990,0.9389996194580490,8.225573887017930,37.0,1497.842891,0.4639124874749750,6.164282514,-2.4184091724898600
37.5,-119.5,7.276281833648680,0.2216771245002750,5.800000000000000,3.166666666666670,370.6614325197150,0.4469999969005580,57.32186007305420,0.2372015416622160,0.3418971224794390,0.9389996194580490,13.137520016764300,3.0,,,,
37.5,-118.5,11.264050483703600,0.2114903926849370,6.433333333333330,3.043333333333330,128.93329035002200,0.4370000064373020,78.19330620263820,0.0073939329013228,0.1790287713068470,0.9389996194580490,7.299062443571720,2.0,,,,
37.5,-117.5,10.167241096496600,0.1908250153064730,7.016666666666670,1.3233333333333300,77.26478922064360,0.4370000064373020,93.24520833333330,7.50951357986196E-06,0.0141134148646873,1.7297361411069300,5.375848714965200,0.0,,,,
37.5,-116.5,10.84381103515630,0.1815783977508550,8.383333333333330,0.4333333333333330,101.33510647872800,0.4370000064373020,93.95479166666670,2.12014310818631E-06,0.0173464387705059,1.7297361411069300,16.0,0.0,,,,
37.5,-115.5,10.989105224609400,0.1852377206087110,8.383333333333330,0.3133333333333330,107.21604114303400,0.4370000064373020,95.14625,0.0376442000269889,0.0223782991121302,1.7297361411069300,0.874717095011599,0.0,,,,
37.5,-114.5,11.32367706298830,0.1917870640754700,8.183333333333330,0.4716666666666670,155.0612910334410,0.4370000064373020,96.24680555555560,0.0754127353429794,0.0282196788446024,1.7297361411069300,15.70287805790910,2.0,,,,
37.5,-113.5,8.425841331481930,0.1982343792915340,8.133333333333330,0.6566666666666670,180.77148685013600,0.4370000064373020,97.97395833333330,0.0756131783127784,0.0641250458869051,1.7297361411069300,49.3077124685367,9.0,,,,
37.5,-112.5,5.981852054595950,0.2029670625925060,8.083333333333330,1.0033333333333300,201.29855936531000,0.4370000064373020,95.99541666666670,0.0759759321808815,0.0763066142160524,1.7297361411069300,9.0279175812873,11.0,,,,
37.5,-111.5,10.28630256652830,0.2004994451999660,7.783333333333330,0.985,136.21401910762700,0.4370000064373020,91.71333333333330,0.0441847033798694,0.0334088917478131,1.7297361411069300,10.381815303149300,3.0,,,,
37.5,-110.5,13.384718894958500,0.1986576318740840,8.083333333333330,0.5933333333333330,106.0027830435230,0.4370000064373020,94.530625,0.039319735020399,0.0184900372593646,1.7297361411069300,33.74797925008290,3.0,,,,
37.5,-109.5,11.360855102539100,0.2015006840229030,8.183333333333330,0.67,152.96214531409600,0.4370000064373020,91.53013888888890,0.0632833763957023,0.0298191189112236,1.7297361411069300,8.234736627706710,7.0,,,,
37.5,-108.5,7.79315710067749,0.2083120942115780,7.333333333333330,1.5700000000000000,256.6964200740160,0.4370000064373020,85.06645833333330,0.0191328469663858,0.095673683783609,1.7297361411069300,19.170719463387800,15.0,1419.587012,0.5671297505417060,6.687273068,-2.1880987034803200
37.5,-107.5,1.440243363380430,0.2199563980102540,5.75,4.506666666666670,335.9609322641440,0.4370000064373020,70.825625,0.015851717442274,0.2731112678752030,1.7297361411069300,29.62601037495860,7.0,,,,
37.5,-106.5,1.1956355571746800,0.2234809398651120,5.950000000000000,3.655,337.2678704284170,0.4370000064373020,74.884375,0.0020371563732624,0.2841699110278420,1.7297361411069300,6.397067612235580,12.0,,,,
37.5,-105.5,4.549190521240230,0.2126211524009700,7.85,0.8983333333333330,288.23592689481300,0.4370000064373020,82.98236111111110,0.0055053513497114,0.1193074573204730,1.7297361411069300,8.71977232646282,10.0,1744.428179,0.4407773306529970,6.796095672,-1.9559737144870500
37.5,-104.5,10.6284761428833,0.2102210968732830,7.633333333333330,1.3266666666666700,261.2862409191670,0.4370000064373020,93.11604166666670,0.0516014322638511,0.0308997680193539,1.7297361411069300,16.73390084552860,5.0,,,,
37.5,-103.5,11.5729341506958,0.2038533091545110,7.916666666666670,0.9583333333333330,206.87310169059400,0.4469999969005580,92.318125,0.0608671568334102,0.0213435641679045,1.7297361411069300,12.199999809265100,3.0,,,,
37.5,-102.5,11.912558555603000,0.2040904462337490,7.9,0.9566666666666670,215.112545907571,0.4120000004768370,95.80916666666670,0.0866377502679824,0.0458071891510872,1.7297361411069300,18.700000762939500,9.0,975.6420346,0.4049907515090010,5.781358404,-2.0998093727430300
37.5,-101.5,12.623473167419400,0.2019300460815430,7.65,0.9516666666666670,255.69386012974300,0.4370000064373020,97.37027777777780,0.1290703862905500,0.1253316733957620,1.1613942661718000,18.950000762939500,49.0,1188.479052,0.2451457822896290,5.485943945,-2.2735853909586200
37.5,-100.5,12.54940414428710,0.2053429931402210,7.233333333333330,0.955,263.2003175918890,0.4370000064373020,96.508125,0.222377061843872,0.1595275241668530,1.1613942661718000,24.761874330465100,59.0,1130.659446,0.30277669623591500,5.719637123,-2.2277459352149500
37.5,-99.5,12.988581657409700,0.2137839198112490,6.983333333333330,1.0483333333333300,273.3540153664520,0.4370000064373020,93.20222222222220,0.4884060323238370,0.0950665975396966,1.1613942661718000,24.100000381469700,44.0,888.796463,0.4569991216223530,5.689682118,-2.0872763538142600
37.5,-98.5,13.581645965576200,0.2288695722818370,6.216666666666670,0.975,308.8438682841010,0.4370000064373020,90.27423611111110,0.3196846544742580,0.1277790163658290,1.1613942661718000,10.300000190734900,50.0,683.4718222,0.5828451119181440,5.312564472,-2.406385138010300
37.5,-97.5,13.859997749328600,0.2451203763484950,6.333333333333330,1.1333333333333300,331.60202137992400,0.4370000064373020,89.66104166666670,0.1552392840385440,0.2201295319246960,1.1613942661718000,16.30035536585230,51.0,809.6447266,0.565709968959951,5.311764229,-2.643524703492950
37.5,-96.5,13.46200180053710,0.2596632838249210,6.15,1.6583333333333300,306.65233014586900,0.4370000064373020,88.46923611111110,0.1269012838602070,0.270339915808115,1.1613942661718000,25.949999809265100,29.0,340.5349586,1.1905210574692500,5.583201407,-2.679120637715050
37.5,-95.5,13.748902320861800,0.265188604593277,6.300000000000000,2.3783333333333300,377.19890770982300,0.4469999969005580,79.34930555555560,0.1840468794107440,0.3163062098314100,1.1613942661718000,18.10059804657720,46.0,411.308177,1.0903432506111500,5.544169877,-2.877857371586570
37.5,-94.5,13.536118507385300,0.2687463760375980,6.300000000000000,2.1383333333333300,448.3663079514920,0.4469999969005580,68.42138888888890,0.1427710652351380,0.3794240597867000,1.0131311683626300,20.1526346762989,67.0,491.3027046,1.0025615118351100,5.642666421,-2.9733415055380900
37.5,-93.5,13.093600273132300,0.2720456421375270,6.0,2.496666666666670,452.4813534530490,0.449999988079071,46.88618055555560,0.0988488867878913,0.3951912671899620,1.0131311683626300,10.35494020489440,63.0,572.0489355,0.846307958917706,6.457833616,-3.0003600235298600
37.5,-92.5,12.939187049865700,0.2748838663101200,5.45,1.5266666666666700,441.7983671792410,0.4469999969005580,51.90763888888890,0.0418558456003665,0.4181658486415800,1.0131311683626300,10.19817468254780,45.0,476.4292994,0.8840959156977740,6.020371994,-3.3707342841646100
37.5,-91.5,12.744186401367200,0.2801479697227480,5.65,1.7483333333333300,329.6874995570850,0.4469999969005580,52.0,0.0520409569144248,0.4061327062942460,1.0131311683626300,5.410067863792410,19.0,355.8082074,1.019450500412810,5.423902137,-3.6106948029062700
